Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,Category,Sub-Category
CA-535388,2024-01-28,2025-05-01,Second Class,CUST-4735,Susan Woodward,Consumer,West,Office Supplies,Labels
CA-879822,2024-09-06,2025-04-13,Second Class,CUST-5503,Teresa Miller,Home Office,South,Technology,Phones
CA-438287,2024-03-14,2025-04-12,Second Class,CUST-6002,Matthew Brown,Corporate,East,Furniture,Furnishings
CA-739624,2024-08-16,2025-04-14,Same Day,CUST-9737,Maria Jones,Home Office,South,Furniture,Bookcases
CA-754373,2024-05-28,2025-05-03,Standard Class,CUST-6914,Cheryl Ramirez,Home Office,East,Technology,Copiers
CA-262209,2023-11-24,2025-04-30,Second Class,CUST-9919,Michelle Allen,Corporate,West,Office Supplies,Art
CA-726087,2024-02-17,2025-04-28,Standard Class,CUST-6203,Stephanie Harris,Corporate,East,Furniture,Furnishings
CA-113646,2024-09-13,2025-04-23,Standard Class,CUST-4578,Jennifer Rodriguez,Home Office,East,Technology,Accessories
CA-637221,2024-08-29,2025-05-07,First Class,CUST-4969,Amanda Cameron,Corporate,East,Furniture,Chairs
CA-322545,2025-01-30,2025-04-22,Same Day,CUST-5562,Adrian Murphy,Consumer,South,Furniture,Chairs
CA-600409,2025-03-16,2025-05-01,First Class,CUST-7380,Christian Ortiz,Home Office,South,Office Supplies,Paper
CA-581440,2025-01-04,2025-05-04,First Class,CUST-8378,William Kent,Home Office,East,Office Supplies,Binders
CA-496843,2024-05-20,2025-05-05,Same Day,CUST-8753,Gina Stevens,Home Office,Central,Furniture,Bookcases
CA-710707,2023-09-29,2025-05-04,Standard Class,CUST-5580,Angela Wagner,Home Office,East,Furniture,Bookcases
CA-869300,2023-09-14,2025-05-01,Same Day,CUST-1432,David Howard,Consumer,East,Technology,Accessories
CA-236573,2024-08-17,2025-05-07,First Class,CUST-6969,Megan Nguyen,Consumer,East,Technology,Accessories
CA-343235,2025-01-20,2025-04-23,Same Day,CUST-1958,Edward Malone,Home Office,West,Office Supplies,Paper
CA-765851,2023-06-18,2025-04-26,Same Day,CUST-7665,Lindsay Chan,Home Office,East,Furniture,Furnishings
CA-148070,2023-09-16,2025-04-24,First Class,CUST-2836,Sandra Alvarez,Corporate,West,Furniture,Tables
CA-232659,2024-11-15,2025-04-30,First Class,CUST-3152,Anthony Mason,Home Office,West,Office Supplies,Paper
CA-316253,2024-03-19,2025-04-27,Standard Class,CUST-2702,Dr. Jennifer Gallegos,Corporate,Central,Office Supplies,Art
CA-457866,2024-02-02,2025-05-07,Second Class,CUST-8181,Annette Gutierrez,Home Office,East,Furniture,Tables
CA-145815,2023-07-15,2025-04-26,Second Class,CUST-2890,Samantha Holden,Consumer,South,Office Supplies,Labels
CA-218892,2024-08-26,2025-05-06,Same Day,CUST-5368,Elizabeth Johnson,Home Office,Central,Office Supplies,Storage
CA-166937,2024-05-04,2025-05-01,Second Class,CUST-3799,Sarah Randolph,Corporate,South,Office Supplies,Art
CA-556698,2024-03-16,2025-05-08,First Class,CUST-4523,Rachel Bowers,Home Office,West,Technology,Accessories
CA-599846,2023-05-02,2025-04-16,Second Class,CUST-1269,Christie Cox,Home Office,Central,Furniture,Chairs
CA-932776,2024-07-29,2025-04-17,Same Day,CUST-2351,Heather Love,Corporate,South,Technology,Computers
CA-659756,2024-07-15,2025-04-24,Same Day,CUST-9827,Barbara Hudson,Corporate,East,Office Supplies,Binders
CA-731450,2025-03-27,2025-05-06,Same Day,CUST-7659,Emily Martinez,Consumer,West,Office Supplies,Labels
CA-766868,2024-02-23,2025-04-16,Second Class,CUST-8537,James Miller,Corporate,East,Furniture,Tables
CA-649217,2023-09-28,2025-04-10,Second Class,CUST-3973,Lynn Moyer,Consumer,West,Technology,Accessories
CA-793350,2025-02-15,2025-05-05,Standard Class,CUST-5765,Angela Marsh,Corporate,East,Technology,Computers
CA-382052,2024-04-18,2025-04-20,Standard Class,CUST-9005,Karen Johnson,Corporate,Central,Furniture,Furnishings
CA-677858,2024-06-28,2025-05-04,Second Class,CUST-5195,Patrick Livingston,Home Office,Central,Furniture,Tables
CA-115574,2024-10-05,2025-04-16,Standard Class,CUST-7446,Jacob Mendoza,Consumer,South,Office Supplies,Paper
CA-379242,2023-04-11,2025-05-06,Standard Class,CUST-7631,Elizabeth Petty MD,Consumer,Central,Office Supplies,Storage
CA-968150,2024-08-04,2025-05-04,First Class,CUST-7494,Morgan Brock,Home Office,Central,Technology,Copiers
CA-777205,2024-04-23,2025-04-15,Second Class,CUST-8362,Stephen Jackson,Home Office,East,Furniture,Furnishings
CA-717920,2024-04-29,2025-05-08,Second Class,CUST-5222,Carlos Thornton,Corporate,West,Furniture,Furnishings
CA-241462,2024-07-29,2025-04-11,Same Day,CUST-5985,James Fuller,Home Office,East,Furniture,Chairs
CA-970166,2023-10-06,2025-04-16,First Class,CUST-8475,Tonya Miller,Corporate,South,Furniture,Bookcases
CA-523364,2024-04-09,2025-05-02,Same Day,CUST-4574,Jeffrey Perry,Consumer,West,Office Supplies,Binders
CA-917060,2023-07-28,2025-04-09,Standard Class,CUST-5617,Jocelyn Juarez MD,Corporate,West,Furniture,Bookcases
CA-743560,2024-11-18,2025-04-13,Standard Class,CUST-4996,Justin Harris,Consumer,East,Technology,Accessories
CA-918554,2023-11-24,2025-04-26,First Class,CUST-2827,Leslie Prince,Corporate,South,Furniture,Chairs
CA-927543,2023-06-05,2025-04-14,Second Class,CUST-1359,Heather Jones,Home Office,South,Furniture,Chairs
CA-458319,2023-11-23,2025-05-04,First Class,CUST-9588,Stacy Bennett,Consumer,East,Furniture,Furnishings
CA-939812,2024-07-23,2025-04-10,First Class,CUST-2349,Donald Baird,Corporate,South,Technology,Phones
CA-205115,2024-08-21,2025-04-23,Second Class,CUST-3095,Kristin Brown,Consumer,West,Technology,Copiers
CA-415927,2024-09-26,2025-04-11,Same Day,CUST-1389,Meredith Garza,Consumer,South,Office Supplies,Binders
CA-848416,2025-04-02,2025-04-17,Standard Class,CUST-1044,Tiffany Carlson,Corporate,West,Furniture,Furnishings
CA-924816,2023-05-09,2025-04-20,Same Day,CUST-6104,Bryan Matthews,Corporate,South,Furniture,Furnishings
CA-577025,2024-12-02,2025-05-05,Second Class,CUST-9137,Richard Miller,Consumer,South,Furniture,Furnishings
CA-153047,2024-12-16,2025-04-29,Second Class,CUST-3415,Aaron Torres,Corporate,South,Technology,Copiers
CA-435458,2024-07-13,2025-04-18,Same Day,CUST-6106,Sarah Jenkins,Corporate,South,Technology,Copiers
CA-198273,2023-08-13,2025-04-21,First Class,CUST-8416,Jonathan Petersen,Corporate,East,Furniture,Bookcases
CA-963574,2023-07-05,2025-04-19,Same Day,CUST-7393,Spencer Potter,Home Office,Central,Technology,Phones
CA-363746,2023-09-21,2025-05-02,Same Day,CUST-4933,Alex Young,Consumer,South,Office Supplies,Paper
CA-213935,2024-12-17,2025-04-23,Same Day,CUST-5845,Jerry Perkins,Consumer,East,Furniture,Tables
CA-968960,2024-09-12,2025-04-09,Standard Class,CUST-5947,Carla Harrison,Corporate,South,Office Supplies,Paper
CA-132758,2023-06-21,2025-04-25,Standard Class,CUST-1399,Nathan Mason,Home Office,East,Furniture,Bookcases
CA-414902,2024-05-13,2025-04-29,Second Class,CUST-5667,Tiffany Robbins,Corporate,West,Technology,Copiers
CA-213937,2024-03-13,2025-04-18,Standard Class,CUST-6579,Christine Lopez,Consumer,East,Technology,Copiers
CA-773667,2025-02-25,2025-04-27,Second Class,CUST-7228,John Sandoval,Home Office,South,Technology,Copiers
CA-177413,2023-07-11,2025-04-12,Second Class,CUST-6868,Jasmine Wright,Consumer,Central,Office Supplies,Labels
CA-152483,2023-10-21,2025-04-17,Second Class,CUST-2449,James Smith,Corporate,East,Furniture,Chairs
CA-145532,2024-04-21,2025-04-21,Second Class,CUST-7376,Melanie Fernandez,Home Office,Central,Technology,Machines
CA-489271,2023-08-01,2025-04-19,Second Class,CUST-6331,John Taylor,Consumer,East,Technology,Machines
CA-492120,2023-10-07,2025-05-07,Second Class,CUST-8545,Ryan Arellano,Corporate,East,Furniture,Tables
CA-353235,2025-01-15,2025-04-11,Same Day,CUST-5372,David Williams,Corporate,Central,Technology,Accessories
CA-889968,2024-11-15,2025-04-15,Second Class,CUST-3971,Rebecca Castro,Consumer,South,Furniture,Chairs
CA-991874,2023-05-10,2025-04-20,Same Day,CUST-9450,Joe Gray,Home Office,West,Technology,Computers
CA-218787,2023-11-16,2025-05-02,Same Day,CUST-8632,Taylor Gilbert,Consumer,West,Technology,Computers
CA-215742,2023-07-12,2025-04-29,Same Day,CUST-4465,Tiffany Lynn,Corporate,West,Furniture,Bookcases
CA-799207,2024-08-19,2025-04-27,Standard Class,CUST-9361,Joseph Curry,Corporate,West,Office Supplies,Art
CA-854524,2023-05-15,2025-05-03,Standard Class,CUST-7190,Angela Harvey,Consumer,Central,Furniture,Tables
CA-427123,2024-12-31,2025-04-21,Standard Class,CUST-7010,Angela Ruiz,Consumer,West,Technology,Computers
CA-411867,2024-03-27,2025-05-02,First Class,CUST-9011,Angie Floyd,Home Office,East,Technology,Copiers
CA-282074,2024-07-01,2025-04-13,Same Day,CUST-7422,Anthony Stewart,Home Office,South,Technology,Copiers
CA-446274,2023-04-20,2025-05-06,Same Day,CUST-6744,Debra Collins,Home Office,Central,Office Supplies,Storage
CA-476654,2025-03-05,2025-05-06,Standard Class,CUST-6312,Whitney Fox,Consumer,Central,Office Supplies,Labels
CA-937871,2024-02-05,2025-05-01,Standard Class,CUST-9658,Mallory Phillips,Consumer,East,Office Supplies,Paper
CA-459129,2024-04-13,2025-05-08,First Class,CUST-5774,Ashley Hughes,Home Office,East,Office Supplies,Binders
CA-304816,2023-09-13,2025-04-09,Standard Class,CUST-9233,Peter Benson,Corporate,East,Furniture,Furnishings
CA-182492,2024-02-19,2025-04-23,Same Day,CUST-9617,Samantha Heath,Home Office,South,Furniture,Bookcases
CA-510766,2023-04-29,2025-05-04,Second Class,CUST-4998,Amanda Todd,Consumer,South,Furniture,Furnishings
CA-850060,2024-04-29,2025-04-21,Standard Class,CUST-8174,David Stein,Home Office,East,Furniture,Bookcases
CA-900055,2024-10-16,2025-04-18,First Class,CUST-2103,Jacqueline Ford,Home Office,South,Furniture,Tables
CA-404740,2023-05-15,2025-05-04,Same Day,CUST-6792,Amber Wallace,Home Office,West,Furniture,Tables
CA-380583,2023-12-31,2025-04-30,First Class,CUST-2937,Michael Bowers,Corporate,East,Technology,Accessories
CA-760328,2024-09-15,2025-05-07,Same Day,CUST-9970,David Allen,Consumer,Central,Technology,Machines
CA-894907,2024-05-03,2025-05-06,First Class,CUST-5690,Tracy Reed,Home Office,Central,Technology,Phones
CA-651091,2023-11-09,2025-04-20,Second Class,CUST-3546,Jacqueline Clark,Consumer,West,Furniture,Bookcases
CA-256009,2025-02-08,2025-04-29,Second Class,CUST-8907,Sierra Edwards,Corporate,West,Technology,Copiers
CA-656789,2023-11-30,2025-04-18,Second Class,CUST-5871,Dawn Jackson,Corporate,East,Furniture,Furnishings
CA-280134,2024-11-06,2025-04-25,Same Day,CUST-7842,Deborah Watkins,Consumer,West,Furniture,Bookcases
CA-273414,2023-04-13,2025-05-08,Same Day,CUST-3990,Jose Shaw,Consumer,Central,Office Supplies,Binders
CA-719246,2023-11-11,2025-05-08,First Class,CUST-7562,Roger Higgins,Consumer,West,Office Supplies,Paper
CA-950890,2025-04-07,2025-04-14,Standard Class,CUST-4913,Alejandra Williams,Corporate,Central,Technology,Accessories
CA-869193,2024-12-22,2025-04-30,Same Day,CUST-9750,Chelsea Mcclain,Consumer,East,Technology,Computers
CA-701428,2024-10-24,2025-05-03,Standard Class,CUST-7878,Gregory Kaufman,Corporate,Central,Technology,Accessories
CA-787639,2024-02-17,2025-05-02,First Class,CUST-1966,Joel Campbell,Consumer,East,Technology,Copiers
CA-459477,2023-11-29,2025-04-16,First Class,CUST-7827,Kyle Maxwell,Corporate,Central,Furniture,Chairs
CA-896632,2025-02-16,2025-04-24,Same Day,CUST-3514,Benjamin Thompson,Corporate,South,Office Supplies,Binders
CA-746872,2024-09-26,2025-04-17,First Class,CUST-4030,Jane Hardin,Home Office,South,Technology,Copiers
CA-208307,2023-06-03,2025-04-21,First Class,CUST-1540,Donna Smith,Home Office,Central,Technology,Phones
CA-744357,2024-10-27,2025-05-02,Same Day,CUST-1589,Erica Meyer,Corporate,West,Furniture,Tables
CA-382919,2023-11-29,2025-04-13,Same Day,CUST-5445,Misty Davis,Home Office,South,Office Supplies,Art
CA-931721,2023-09-13,2025-04-12,Second Class,CUST-8654,Dr. Desiree West,Consumer,West,Technology,Accessories
CA-936070,2023-08-08,2025-04-27,Same Day,CUST-8158,Jean Mcbride,Corporate,Central,Office Supplies,Storage
CA-688331,2024-03-16,2025-04-09,Same Day,CUST-4251,Robert Bradley,Corporate,East,Office Supplies,Storage
CA-271885,2024-01-19,2025-04-24,Second Class,CUST-6794,Ricardo Jenkins,Corporate,Central,Office Supplies,Binders
CA-606455,2024-07-02,2025-04-17,Second Class,CUST-3011,Jay Lewis,Consumer,West,Office Supplies,Storage
CA-626228,2025-03-31,2025-05-05,First Class,CUST-3736,Mitchell Foster,Home Office,West,Furniture,Bookcases
CA-518533,2023-08-10,2025-04-20,Standard Class,CUST-7597,Donald Reyes,Consumer,East,Furniture,Chairs
CA-431678,2023-10-03,2025-04-19,Same Day,CUST-7989,Christine Richardson,Consumer,South,Furniture,Furnishings
CA-397596,2023-12-26,2025-04-24,Same Day,CUST-8163,Zachary Simpson,Home Office,South,Furniture,Chairs
CA-811866,2024-05-17,2025-04-18,First Class,CUST-3249,Anna Goodwin,Corporate,East,Furniture,Bookcases
CA-552325,2024-05-01,2025-05-07,Second Class,CUST-8262,Carrie Chase,Corporate,Central,Office Supplies,Storage
CA-684675,2023-12-01,2025-05-01,Standard Class,CUST-9481,Kayla Cohen,Corporate,South,Technology,Machines
CA-525094,2023-11-19,2025-04-16,Same Day,CUST-6881,Laura Harrison,Corporate,West,Furniture,Bookcases
CA-658938,2024-06-04,2025-04-17,Second Class,CUST-4326,Mark Davis,Consumer,South,Technology,Accessories
CA-872135,2025-01-14,2025-04-11,Second Class,CUST-2568,Mr. Aaron Chen Jr.,Corporate,West,Technology,Machines
CA-228410,2023-04-19,2025-05-02,Second Class,CUST-5193,Nathan Weeks,Consumer,Central,Technology,Copiers
CA-557272,2025-04-03,2025-05-03,Same Day,CUST-2553,Shaun Lewis,Home Office,East,Office Supplies,Storage
CA-805205,2024-02-13,2025-05-07,Standard Class,CUST-1283,April Keller,Corporate,West,Office Supplies,Labels
CA-565954,2024-12-06,2025-04-25,First Class,CUST-2522,Aaron Martinez,Consumer,South,Technology,Computers
CA-898135,2023-12-25,2025-05-04,First Class,CUST-9378,Jessica Fisher,Home Office,Central,Office Supplies,Binders
CA-650902,2025-01-16,2025-04-15,First Class,CUST-6961,Michael Rose,Corporate,West,Technology,Accessories
CA-551622,2024-05-01,2025-04-27,First Class,CUST-6099,Lori Chase,Home Office,Central,Technology,Phones
CA-167058,2025-03-06,2025-04-23,Second Class,CUST-7584,Patrick Porter,Consumer,South,Furniture,Bookcases
CA-583824,2025-04-01,2025-04-25,Same Day,CUST-5366,John Wolf,Consumer,Central,Furniture,Furnishings
CA-849279,2023-12-22,2025-04-18,Standard Class,CUST-2748,Patricia Butler,Consumer,East,Technology,Accessories
CA-278180,2024-01-19,2025-04-19,Standard Class,CUST-4758,Michele Wagner,Consumer,East,Office Supplies,Storage
CA-900773,2023-12-11,2025-05-04,First Class,CUST-9530,Stephanie Robbins,Corporate,South,Technology,Copiers
CA-978723,2024-06-27,2025-04-20,First Class,CUST-5687,Ryan Hunter,Corporate,South,Furniture,Chairs
CA-695427,2024-11-19,2025-05-01,Standard Class,CUST-4750,Shannon Brooks,Corporate,South,Office Supplies,Art
CA-428564,2025-03-17,2025-05-05,Second Class,CUST-5947,Nathaniel Walker,Consumer,West,Office Supplies,Labels
CA-760323,2024-08-22,2025-04-19,First Class,CUST-6448,Steven Reynolds,Corporate,South,Office Supplies,Paper
CA-168901,2023-12-01,2025-05-01,Second Class,CUST-1888,Brian Mcdonald,Corporate,South,Office Supplies,Art
CA-970069,2025-02-18,2025-05-07,First Class,CUST-8675,Jessica Velasquez,Home Office,East,Technology,Machines
CA-513700,2023-11-12,2025-04-13,Same Day,CUST-2661,Devon Cannon,Corporate,South,Technology,Copiers
CA-224348,2024-03-14,2025-04-27,Second Class,CUST-3194,Robert Cole,Home Office,East,Technology,Computers
CA-826874,2024-08-09,2025-05-08,First Class,CUST-1036,Dr. Alexander Martin,Corporate,South,Furniture,Bookcases
CA-698298,2024-09-09,2025-05-06,Second Class,CUST-5841,Carlos Mcgrath,Home Office,West,Technology,Phones
CA-646707,2023-09-23,2025-04-22,Second Class,CUST-6777,Susan Sherman,Consumer,South,Furniture,Furnishings
CA-143827,2024-05-06,2025-04-15,Second Class,CUST-6108,Steven Sharp,Corporate,South,Office Supplies,Art
CA-147296,2024-09-29,2025-04-11,Same Day,CUST-3754,Sandy Jensen,Home Office,West,Technology,Machines
CA-956918,2025-01-03,2025-04-28,Standard Class,CUST-8951,Suzanne Leonard,Corporate,West,Furniture,Tables
CA-429212,2023-05-04,2025-04-18,Standard Class,CUST-5366,Todd Parker,Consumer,South,Office Supplies,Binders
CA-579888,2023-07-18,2025-04-09,First Class,CUST-8946,Jeremy Allen,Corporate,West,Office Supplies,Binders
CA-539315,2025-03-29,2025-05-01,Same Day,CUST-6780,Kelly Hernandez,Corporate,East,Office Supplies,Binders
CA-952155,2023-08-31,2025-04-14,Second Class,CUST-6878,Cory Drake,Consumer,Central,Technology,Accessories
CA-901310,2024-05-18,2025-04-19,Standard Class,CUST-8937,Elizabeth Williams,Home Office,South,Office Supplies,Binders
CA-908072,2023-06-03,2025-04-15,Standard Class,CUST-5339,Yvette Griffith,Corporate,Central,Technology,Computers
CA-403573,2023-06-21,2025-04-22,Same Day,CUST-3498,Todd Johnson,Corporate,Central,Furniture,Chairs
CA-495819,2024-05-06,2025-04-29,Same Day,CUST-6458,Joshua Carpenter,Corporate,West,Office Supplies,Labels
CA-432877,2023-06-05,2025-04-26,Standard Class,CUST-4521,Lindsay Ruiz,Corporate,Central,Office Supplies,Paper
CA-929971,2024-02-08,2025-05-04,First Class,CUST-1712,Theresa Lopez,Corporate,East,Technology,Machines
CA-540949,2024-09-11,2025-04-23,Standard Class,CUST-3453,Thomas Mendoza,Consumer,Central,Technology,Phones
CA-765354,2023-11-06,2025-04-22,First Class,CUST-8809,Jason Strong,Corporate,South,Technology,Accessories
CA-575505,2023-10-30,2025-04-24,Same Day,CUST-4477,Karla Cross,Corporate,West,Technology,Copiers
CA-906999,2024-06-25,2025-04-10,Same Day,CUST-1288,Linda Young,Home Office,East,Furniture,Bookcases
CA-596876,2024-04-16,2025-04-25,Second Class,CUST-6623,John Luna,Home Office,West,Office Supplies,Storage
CA-384049,2024-08-13,2025-04-18,Standard Class,CUST-7249,Kristi Davidson,Consumer,Central,Furniture,Chairs
CA-639875,2024-07-05,2025-04-17,Same Day,CUST-6610,Stephen Brown,Home Office,East,Furniture,Chairs
CA-269786,2023-05-14,2025-04-21,Second Class,CUST-4166,Christopher Torres,Home Office,Central,Office Supplies,Binders
CA-840300,2025-03-05,2025-04-12,Same Day,CUST-8013,Karen Martinez,Corporate,West,Technology,Phones
CA-698278,2023-05-03,2025-04-17,First Class,CUST-3622,William Roy,Corporate,West,Office Supplies,Paper
CA-115387,2024-06-06,2025-05-05,Same Day,CUST-2609,Richard Byrd,Home Office,East,Office Supplies,Art
CA-112690,2024-12-13,2025-04-29,Same Day,CUST-6821,Heather Vega,Consumer,South,Office Supplies,Labels
CA-125965,2025-01-30,2025-05-02,First Class,CUST-5193,Sarah Lee,Home Office,Central,Office Supplies,Paper
CA-408096,2023-08-12,2025-04-29,Second Class,CUST-2673,Mrs. Deborah Fox,Consumer,Central,Furniture,Furnishings
CA-617660,2024-06-05,2025-05-07,Same Day,CUST-5196,Wendy Williams,Consumer,South,Furniture,Furnishings
CA-804399,2024-05-22,2025-04-24,Same Day,CUST-9607,Joshua Green,Corporate,East,Technology,Copiers
CA-894909,2024-05-04,2025-04-26,Standard Class,CUST-1772,Kevin Martinez,Corporate,East,Furniture,Bookcases
CA-734966,2025-02-24,2025-04-22,First Class,CUST-8439,Cheryl Figueroa,Home Office,South,Office Supplies,Binders
CA-618581,2024-09-29,2025-04-18,Standard Class,CUST-2016,Jaclyn Mason,Consumer,Central,Office Supplies,Labels
CA-822679,2023-11-07,2025-05-06,Second Class,CUST-8703,Jared Waters,Corporate,East,Technology,Accessories
CA-637589,2024-03-26,2025-05-01,Same Day,CUST-5663,Michael Smith,Consumer,East,Technology,Computers
CA-594963,2023-08-02,2025-04-22,Standard Class,CUST-1078,Katie Henderson,Consumer,Central,Furniture,Furnishings
CA-136489,2024-06-10,2025-04-25,Same Day,CUST-2189,Lisa Patterson,Corporate,East,Office Supplies,Storage
CA-535167,2024-02-05,2025-05-05,First Class,CUST-4666,John Frank,Corporate,East,Furniture,Tables
CA-533219,2024-03-25,2025-04-18,Same Day,CUST-9024,Thomas Adams,Corporate,South,Furniture,Bookcases
CA-652040,2023-12-17,2025-04-17,Same Day,CUST-4965,Jacob Petersen,Home Office,South,Furniture,Tables
CA-832457,2024-07-01,2025-04-22,Standard Class,CUST-2926,Brandi Buchanan,Home Office,West,Office Supplies,Binders
CA-139223,2024-01-28,2025-04-27,First Class,CUST-1572,Antonio Gates,Corporate,Central,Office Supplies,Labels
CA-947351,2023-07-03,2025-05-07,Standard Class,CUST-3518,Christina Gibson,Home Office,West,Furniture,Tables
CA-331686,2023-12-30,2025-04-13,Same Day,CUST-1652,Linda Lee,Corporate,South,Furniture,Bookcases
CA-529203,2025-03-21,2025-05-04,Standard Class,CUST-8610,Sarah Robinson,Corporate,Central,Furniture,Furnishings
CA-567486,2025-01-15,2025-04-14,Standard Class,CUST-4934,Michael Wolfe,Corporate,Central,Office Supplies,Binders
CA-127652,2023-10-27,2025-04-18,Same Day,CUST-7207,Margaret Hall MD,Home Office,South,Furniture,Tables
CA-750384,2023-08-04,2025-05-08,Same Day,CUST-1867,Kim King,Home Office,South,Furniture,Furnishings
CA-306307,2023-07-25,2025-04-22,First Class,CUST-8978,Dwayne Gonzalez,Consumer,East,Technology,Computers
CA-519702,2024-05-16,2025-04-23,First Class,CUST-5091,Kristen Henderson,Consumer,Central,Technology,Accessories
CA-864628,2024-04-13,2025-05-04,Same Day,CUST-5474,William Kline,Corporate,Central,Technology,Phones
CA-674089,2023-12-27,2025-04-10,Standard Class,CUST-8307,Kaylee Cruz,Consumer,South,Office Supplies,Paper
CA-168362,2024-06-04,2025-04-13,Standard Class,CUST-7065,Courtney Marsh,Corporate,West,Technology,Phones
CA-368152,2025-02-28,2025-04-10,Same Day,CUST-1880,Zachary Barr,Home Office,South,Furniture,Tables
CA-800912,2023-04-13,2025-04-11,Second Class,CUST-7183,Chloe Davis,Corporate,East,Technology,Copiers
CA-640682,2024-10-08,2025-04-16,Standard Class,CUST-8423,Jessica Robbins,Consumer,West,Office Supplies,Binders
CA-208588,2024-11-10,2025-04-19,Standard Class,CUST-9135,Victoria Clark,Consumer,South,Office Supplies,Binders
CA-976125,2023-12-26,2025-05-05,First Class,CUST-9679,Jessica Ali,Consumer,Central,Technology,Accessories
CA-740849,2023-10-04,2025-04-18,Second Class,CUST-3794,Denise Murphy,Corporate,East,Technology,Accessories
CA-816335,2024-01-30,2025-05-02,Second Class,CUST-9825,Melissa Soto,Consumer,Central,Technology,Copiers
CA-687752,2024-08-20,2025-04-15,First Class,CUST-8756,Pamela Wilson,Consumer,East,Office Supplies,Storage
CA-718911,2024-07-27,2025-04-10,Standard Class,CUST-9748,Mrs. Sarah Chang MD,Consumer,West,Furniture,Bookcases
CA-105564,2024-11-23,2025-04-27,Standard Class,CUST-7697,Christine Ramirez,Consumer,South,Technology,Computers
CA-599192,2024-10-25,2025-05-06,Second Class,CUST-9613,Angela Fisher,Home Office,West,Furniture,Tables
CA-136309,2023-11-25,2025-04-09,Same Day,CUST-8759,Linda Turner,Consumer,Central,Office Supplies,Labels
CA-221404,2023-11-30,2025-04-10,First Class,CUST-1794,Kathleen Trevino,Corporate,South,Technology,Machines
CA-311123,2025-03-02,2025-05-08,Same Day,CUST-2533,Stephanie Burton,Home Office,South,Furniture,Tables
CA-322434,2024-12-24,2025-04-26,First Class,CUST-9096,Ariel Russell,Corporate,East,Office Supplies,Labels
CA-446781,2023-05-26,2025-05-03,Standard Class,CUST-3916,David Howard,Consumer,East,Furniture,Bookcases
CA-663229,2023-11-05,2025-04-18,First Class,CUST-1504,Andrew Gibbs,Consumer,East,Office Supplies,Binders
CA-287124,2024-06-28,2025-04-19,Standard Class,CUST-6547,Christopher Johnson,Consumer,West,Technology,Copiers
CA-685824,2023-05-12,2025-04-14,Same Day,CUST-1841,Megan Miller,Corporate,East,Furniture,Chairs
CA-460711,2024-06-29,2025-05-04,Standard Class,CUST-8223,Timothy Cook,Home Office,Central,Office Supplies,Labels
CA-838450,2023-11-30,2025-05-04,Standard Class,CUST-7967,Susan Smith,Consumer,West,Furniture,Bookcases
CA-672884,2024-12-04,2025-04-20,First Class,CUST-1846,Travis Chen,Corporate,South,Furniture,Tables
CA-215315,2023-10-04,2025-05-08,First Class,CUST-5008,Sara Padilla,Consumer,West,Office Supplies,Labels
CA-996189,2025-02-15,2025-05-04,Second Class,CUST-6116,William Anderson,Home Office,Central,Furniture,Chairs
CA-785799,2024-12-10,2025-04-09,Same Day,CUST-7835,Darren Klein,Consumer,West,Technology,Machines
CA-669470,2024-03-02,2025-04-23,First Class,CUST-9097,Alexandra Howard,Home Office,West,Office Supplies,Paper
CA-895105,2024-06-14,2025-04-29,Second Class,CUST-5722,Frank Robinson,Consumer,South,Furniture,Furnishings
CA-496782,2023-07-29,2025-04-30,First Class,CUST-8645,Annette Bolton,Corporate,Central,Office Supplies,Labels
CA-526364,2024-08-03,2025-04-19,First Class,CUST-8983,Adam Case,Consumer,West,Office Supplies,Art
CA-642461,2024-04-09,2025-05-01,Second Class,CUST-4889,Sarah Mueller,Consumer,Central,Furniture,Bookcases
CA-244614,2024-11-25,2025-04-16,Second Class,CUST-1670,Gregory Green,Consumer,West,Technology,Accessories
CA-224914,2024-09-29,2025-04-14,Second Class,CUST-2237,Matthew Snow,Home Office,East,Technology,Copiers
CA-498060,2025-01-29,2025-04-28,Same Day,CUST-5114,Kristin Mathews DVM,Home Office,East,Office Supplies,Art
CA-313369,2023-05-18,2025-04-27,Second Class,CUST-7090,Gilbert Foster,Home Office,Central,Furniture,Tables
CA-558023,2024-04-24,2025-04-30,Second Class,CUST-4455,Kayla Daniels,Consumer,Central,Technology,Accessories
CA-942086,2025-04-08,2025-04-10,First Class,CUST-3734,Hannah Watkins,Corporate,West,Technology,Copiers
CA-932232,2023-07-20,2025-04-27,Same Day,CUST-1249,Samantha Mccormick,Corporate,South,Office Supplies,Labels
CA-513878,2024-12-29,2025-04-30,Same Day,CUST-4233,Paula Cooper,Corporate,Central,Office Supplies,Binders
CA-815803,2024-06-14,2025-04-24,Standard Class,CUST-1031,Sheila Paul,Consumer,East,Technology,Computers
CA-560500,2024-01-03,2025-04-20,Same Day,CUST-7800,Amy Williams,Corporate,East,Furniture,Chairs
CA-176260,2024-07-20,2025-04-27,Same Day,CUST-1412,Jill Spence,Consumer,South,Office Supplies,Paper
CA-558581,2023-10-18,2025-04-23,First Class,CUST-1337,Zachary Rodriguez,Corporate,West,Technology,Machines
CA-298264,2024-04-29,2025-05-04,Second Class,CUST-5516,William Walker,Consumer,West,Technology,Phones
